duration,start_date,end_date,start_station_number,start_station,end_station_number,end_station,bike_number,member_type
268,2018-12-16 09:54:01,2018-12-16 09:58:30,31108,4th & M St SW,31209,1st & N St  SE,W21025,Member
281,2018-12-10 09:42:01,2018-12-10 09:46:43,31600,5th & K St NW,31227,13th St & New York Ave NW,W21496,Member
317,2018-12-08 14:04:50,2018-12-08 14:10:07,31644,12th St & Pennsylvania Ave SE,31626,15th St & Massachusetts Ave SE,W20222,Member
378,2018-12-14 07:03:38,2018-12-14 07:09:56,31625,3rd & G St SE,31607,13th & E St SE,W22930,Member
802,2018-12-02 18:39:06,2018-12-02 18:52:29,31411,Georgia & Missouri Ave NW,31115,Columbia Rd & Georgia Ave NW,23751,Member
180,2018-12-18 17:44:41,2018-12-18 17:47:42,31643,1st & D St SE,31628,1st & K St SE,W23801,Member
314,2018-12-08 13:32:45,2018-12-08 13:37:59,31307,3000 Connecticut Ave NW / National Zoo,31106,Calvert & Biltmore St NW,W22180,Member
3729,2018-12-20 11:01:59,2018-12-20 12:04:09,31200,Massachusetts Ave & Dupont Circle NW,31262,11th & F St NW,W23855,Member
110,2018-12-04 17:17:03,2018-12-04 17:18:54,31319,Wisconsin Ave & Brandywine St NW,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,W00792,Member
230,2018-12-17 09:05:09,2018-12-17 09:09:00,31285,22nd & P ST NW,31250,20th & L St NW,W23313,Member
172,2018-12-11 15:01:44,2018-12-11 15:04:36,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,31308,39th & Veazey St NW,W00813,Member
5313,2018-12-13 14:16:39,2018-12-13 15:45:12,31247,Jefferson Dr & 14th St SW,31247,Jefferson Dr & 14th St SW,W21513,Casual
1018,2018-12-19 17:59:52,2018-12-19 18:16:50,31615,6th & H St NE,31228,8th & H St NW,W00213,Member
616,2018-12-11 14:49:52,2018-12-11 15:00:09,31115,Columbia Rd & Georgia Ave NW,31266,11th & M St NW,W23295,Member
300,2018-12-13 13:47:38,2018-12-13 13:52:38,31623,Columbus Circle / Union Station,31657,Massachusetts Ave & 6th St NE,W00607,Member
1173,2018-12-06 10:18:29,2018-12-06 10:38:02,31103,16th & Harvard St NW,31236,37th & O St NW / Georgetown University,W00554,Member
514,2018-12-18 12:55:34,2018-12-18 13:04:08,31251,12th & L St NW,31277,17th & G St NW,W21390,Member
755,2018-12-24 11:28:52,2018-12-24 11:41:27,31646,Maine Ave & 9th St SW,31064,Gravelly Point,W23790,Member
796,2018-12-27 08:03:48,2018-12-27 08:17:04,31623,Columbus Circle / Union Station,31646,Maine Ave & 9th St SW,W21597,Member
2330,2018-12-21 11:29:56,2018-12-21 12:08:46,31247,Jefferson Dr & 14th St SW,31271,Constitution Ave & 2nd St NW/DOL,W00508,Casual
700,2018-12-18 07:03:58,2018-12-18 07:15:38,31101,14th & V St NW,31250,20th & L St NW,W23812,Member
992,2018-12-24 16:37:48,2018-12-24 16:54:21,31251,12th & L St NW,31201,15th & P St NW,W00212,Member
300,2018-12-17 16:54:37,2018-12-17 16:59:37,31266,11th & M St NW,31230,Metro Center / 12th & G St NW,W23640,Member
1280,2018-12-10 10:21:19,2018-12-10 10:42:40,31321,15th St & Constitution Ave NW,31258,Lincoln Memorial,W21513,Casual
3390,2018-12-27 11:54:16,2018-12-27 12:50:47,31249,Jefferson Memorial,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W21826,Casual
1439,2018-12-06 19:51:12,2018-12-06 20:15:12,31249,Jefferson Memorial,31510,18th St & Rhode Island Ave NE,65038,Member
1717,2018-12-26 19:30:18,2018-12-26 19:58:56,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,31249,Jefferson Memorial,W21067,Member
784,2018-12-26 10:00:56,2018-12-26 10:14:01,31123,14th & Girard St NW,31216,14th St & New York Ave NW,W23886,Member
1034,2018-12-30 14:35:48,2018-12-30 14:53:02,31272,Washington & Independence Ave SW/HHS,31247,Jefferson Dr & 14th St SW,W22716,Member
709,2018-12-20 08:46:05,2018-12-20 08:57:54,31624,North Capitol St & F St NW,31251,12th & L St NW,W23684,Member
381,2018-12-15 00:29:32,2018-12-15 00:35:54,31600,5th & K St NW,31519,1st & O St NW,W00942,Member
468,2018-12-17 08:29:46,2018-12-17 08:37:35,31047,Braddock Rd Metro,31042,Market Square / King St & Royal St,W00684,Member
584,2018-12-04 21:00:10,2018-12-04 21:09:55,31614,11th & H St NE,31618,4th & East Capitol St NE,W22628,Member
612,2018-12-31 17:21:27,2018-12-31 17:31:39,31221,18th & M St NW,31128,23rd & M St NW,W21012,Member
877,2018-12-23 18:53:32,2018-12-23 19:08:09,31291,Vermont Ave & I St NW,31299,Connecticut Ave & R St NW,W24034,Casual
640,2018-12-07 08:18:05,2018-12-07 08:28:45,31284,18th & C St NW,31219,10th St & Constitution Ave NW,W21451,Member
2554,2018-12-19 16:43:52,2018-12-19 17:26:27,31417,Kansas Ave & Sherman Cr NW,31125,15th & W St NW,W21395,Member
205,2018-12-06 16:12:01,2018-12-06 16:15:27,31089,Court House Metro / 15th & N Uhle St ,31016,Clarendon Blvd & Pierce St,W22662,Member
6707,2018-12-06 13:25:57,2018-12-06 15:17:44,31288,4th St & Madison Dr NW,31288,4th St & Madison Dr NW,W00293,Casual
578,2018-12-16 06:41:38,2018-12-16 06:51:17,31516,Rhode Island Ave Metro,31519,1st & O St NW,W20745,Member
1096,2018-12-03 07:40:13,2018-12-03 07:58:30,31619,Lincoln Park / 13th & East Capitol St NE ,31231,14th & D St NW / Ronald Reagan Building,W23624,Member
1378,2018-12-13 14:52:54,2018-12-13 15:15:53,31000,Eads St & 15th St S,31095,Army Navy Dr & S Nash St,W23525,Member
1156,2018-12-30 11:13:53,2018-12-30 11:33:10,31244,4th & E St SW,31268,12th & U St NW,W21349,Member
288,2018-12-30 11:28:13,2018-12-30 11:33:01,31108,4th & M St SW,31646,Maine Ave & 9th St SW,W00659,Member
163,2018-12-13 06:18:39,2018-12-13 06:21:23,31004,Aurora Hills Community Ctr/18th & Hayes St,31005,Pentagon City Metro / 12th & S Hayes St,W21886,Member
1149,2018-12-24 07:04:21,2018-12-24 07:23:30,31323,Woodley Park Metro / Calvert St & Connecticut Ave NW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W24152,Member
759,2018-12-05 21:22:21,2018-12-05 21:35:01,31201,15th & P St NW,31124,14th & Irving St NW,W23233,Member
1254,2018-12-12 06:54:14,2018-12-12 07:15:08,31622,13th & D St NE,31129,15th St & Pennsylvania Ave NW/Pershing Park,W20963,Member
719,2018-12-23 10:22:57,2018-12-23 10:34:57,31204,20th & E St NW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W01499,Member
188,2018-12-27 12:21:35,2018-12-27 12:24:43,31639,2nd & G St NE,31615,6th & H St NE,W01363,Member
205,2018-12-19 12:41:17,2018-12-19 12:44:43,31265,5th St & Massachusetts Ave NW,31624,North Capitol St & F St NW,W01405,Member
540,2018-12-01 22:17:09,2018-12-01 22:26:10,31019,Wilson Blvd & N Edgewood St,31080,Lee Hwy & N Scott St,W23736,Member
698,2018-12-14 08:41:36,2018-12-14 08:53:14,31275,New Hampshire Ave & 24th St NW,31231,14th & D St NW / Ronald Reagan Building,W20414,Member
891,2018-12-19 15:49:45,2018-12-19 16:04:36,31619,Lincoln Park / 13th & East Capitol St NE ,31266,11th & M St NW,W22628,Member
1298,2018-12-10 17:51:33,2018-12-10 18:13:11,31646,Maine Ave & 9th St SW,31629,8th & East Capitol St NE,W21459,Member
554,2018-12-19 21:23:22,2018-12-19 21:32:36,31228,8th & H St NW,31280,11th & S St NW,W22072,Member
1046,2018-12-09 16:52:12,2018-12-09 17:09:39,31638,1st & H St NW,31217,USDA / 12th & C St SW,W23514,Member
1842,2018-12-03 17:05:33,2018-12-03 17:36:15,31910,Potomac Ave & Main Line Blvd,31249,Jefferson Memorial,W21624,Member
3533,2018-12-29 14:41:36,2018-12-29 15:40:29,31101,14th & V St NW,31288,4th St & Madison Dr NW,W20587,Member
1740,2018-12-02 03:34:34,2018-12-02 04:03:35,31203,14th & Rhode Island Ave NW,31610,Eastern Market / 7th & North Carolina Ave SE,W23633,Casual
1220,2018-12-07 08:29:15,2018-12-07 08:49:36,31651,11th & Park Rd NW,31242,18th St & Pennsylvania Ave NW,W22550,Member
548,2018-12-21 18:04:10,2018-12-21 18:13:19,31512,Neal St & Trinidad Ave NE,31615,6th & H St NE,W20994,Member
681,2018-12-10 07:54:59,2018-12-10 08:06:20,32225,Reston Pkwy & Spectrum Dr,32215,Wiehle Ave & Reston Station Blvd,W22984,Member
381,2018-12-02 07:53:13,2018-12-02 07:59:35,31232,7th & F St NW / National Portrait Gallery,31216,14th St & New York Ave NW,W23918,Member
1987,2018-12-26 15:28:16,2018-12-26 16:01:23,31114,18th St & Wyoming Ave NW,31249,Jefferson Memorial,W21547,Member
1263,2018-12-10 09:10:54,2018-12-10 09:31:58,31065,N Pershing Dr & Wayne St,31234,20th & O St NW / Dupont South,W20642,Member
560,2018-12-27 17:25:19,2018-12-27 17:34:40,31917,N Lynn St & Fairfax Dr,31295,Potomac & M St NW,W20342,Member
894,2018-12-05 18:08:02,2018-12-05 18:22:56,31919,Carlin Springs Rd & N Thomas St,31059,S Four Mile Run & Walter Reed Dr,W00920,Member
305,2018-12-14 23:20:45,2018-12-14 23:25:50,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31626,15th St & Massachusetts Ave SE,W20387,Member
543,2018-12-11 11:55:30,2018-12-11 12:04:34,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31712,Oklahoma Ave & D St NE,W20779,Member
2710,2018-12-21 17:53:33,2018-12-21 18:38:43,31024,Virginia Square Metro / N Monroe St & 9th St N,31306,39th & Calvert St NW / Stoddert,W23295,Member
312,2018-12-08 12:21:00,2018-12-08 12:26:13,31113,Columbia Rd & Belmont St NW,31296,Columbia & Ontario Rd NW,W20553,Member
532,2018-12-14 15:45:54,2018-12-14 15:54:47,31202,14th & R St NW,31114,18th St & Wyoming Ave NW,W22180,Member
127,2018-12-16 12:55:28,2018-12-16 12:57:35,31229,New Hampshire Ave & T St NW,31214,17th & Corcoran St NW,W01134,Member
615,2018-12-05 21:50:57,2018-12-05 22:01:12,31124,14th & Irving St NW,31200,Massachusetts Ave & Dupont Circle NW,W23233,Member
894,2018-12-10 23:53:20,2018-12-11 00:08:14,31251,12th & L St NW,31628,1st & K St SE,W23788,Member
409,2018-12-05 14:30:14,2018-12-05 14:37:03,31257,22nd & I St NW / Foggy Bottom,31295,Potomac & M St NW,W21591,Member
400,2018-12-13 18:25:11,2018-12-13 18:31:51,31262,11th & F St NW,31286,11th & O St NW,W20209,Member
4706,2018-12-26 16:06:12,2018-12-26 17:24:39,31288,4th St & Madison Dr NW,31222,New York Ave & 15th St NW,W20821,Casual
417,2018-12-11 13:19:37,2018-12-11 13:26:35,31262,11th & F St NW,31281,8th & O St NW,W01350,Member
688,2018-12-05 09:35:28,2018-12-05 09:46:57,31212,21st & M St NW,31238,14th & G St NW,70004,Member
455,2018-12-24 13:49:54,2018-12-24 13:57:30,31128,23rd & M St NW,31215,Georgetown Harbor / 30th St NW,W22191,Casual
2736,2018-12-26 08:49:03,2018-12-26 09:34:40,32055,Woodmont Ave & Strathmore St,31293,31st & Water St NW,W23369,Member
660,2018-12-12 09:36:48,2018-12-12 09:47:49,31107,Lamont & Mt Pleasant NW,31234,20th & O St NW / Dupont South,E00122,Member
492,2018-12-29 18:36:31,2018-12-29 18:44:43,31201,15th & P St NW,31299,Connecticut Ave & R St NW,W21644,Casual
274,2018-12-13 20:29:20,2018-12-13 20:33:54,31286,11th & O St NW,31268,12th & U St NW,W24038,Member
1082,2018-12-02 16:12:22,2018-12-02 16:30:25,31228,8th & H St NW,31249,Jefferson Memorial,W20919,Member
948,2018-12-03 06:51:20,2018-12-03 07:07:08,31249,Jefferson Memorial,31003,Crystal Dr & 15th St S,W00467,Member
5238,2018-12-31 08:57:08,2018-12-31 10:24:27,31247,Jefferson Dr & 14th St SW,31633,Independence Ave & L'Enfant Plaza SW/DOE,W23580,Casual
432,2018-12-13 19:01:53,2018-12-13 19:09:05,31200,Massachusetts Ave & Dupont Circle NW,31280,11th & S St NW,W22860,Member
1153,2018-12-03 14:01:00,2018-12-03 14:20:13,31013,Eads & 22nd St S,31918,Madison & Fairfax St,65009,Member
505,2018-12-06 17:56:14,2018-12-06 18:04:39,31253,19th & K St NW,31234,20th & O St NW / Dupont South,W20231,Member
449,2018-12-13 15:50:26,2018-12-13 15:57:55,31252,21st St & Pennsylvania Ave NW,31227,13th St & New York Ave NW,W23265,Member
984,2018-12-22 12:07:23,2018-12-22 12:23:47,31300,Van Ness Metro / UDC,31107,Lamont & Mt Pleasant NW,W21585,Member
604,2018-12-23 13:38:22,2018-12-23 13:48:27,31292,22nd St & Constitution Ave NW,31215,Georgetown Harbor / 30th St NW,W00589,Member
180,2018-12-11 23:11:01,2018-12-11 23:14:02,31026,Washington Blvd & 10th St N,31022,Clarendon Metro / Wilson Blvd & N Highland St,W22797,Member
227,2018-12-16 13:41:05,2018-12-16 13:44:52,31623,Columbus Circle / Union Station,31631,8th & F St NE,W21028,Member
267,2018-12-06 07:21:24,2018-12-06 07:25:51,31200,Massachusetts Ave & Dupont Circle NW,31224,19th & L St NW,W23582,Member
1688,2018-12-13 16:08:17,2018-12-13 16:36:25,32220,Sunset Hills Rd & Isaac Newton Square,32220,Sunset Hills Rd & Isaac Newton Square,W20527,Member
1029,2018-12-29 11:10:05,2018-12-29 11:27:14,31218,L'Enfant Plaza / 7th & C St SW,31290,17th St & Independence Ave SW,W23691,Casual
558,2018-12-01 09:40:50,2018-12-01 09:50:09,31122,16th & Irving St NW,31201,15th & P St NW,W20642,Member
534,2018-12-20 13:30:51,2018-12-20 13:39:45,31252,21st St & Pennsylvania Ave NW,31214,17th & Corcoran St NW,W23833,Member
203,2018-12-17 17:36:27,2018-12-17 17:39:50,31408,Takoma Metro,32010,Philadelphia & Maple Ave,W24002,Member
699,2018-12-12 08:05:28,2018-12-12 08:17:08,31118,3rd & Elm St NW,31228,8th & H St NW,W20886,Member
180,2018-12-06 08:36:26,2018-12-06 08:39:26,31509,New Jersey Ave & R St NW,31245,7th & R St NW / Shaw Library,W21841,Member
319,2018-12-04 12:25:47,2018-12-04 12:31:07,31251,12th & L St NW,31642,New Jersey Ave & L St NW,W23994,Member
486,2018-12-05 17:17:36,2018-12-05 17:25:43,31239,Rhode Island & Connecticut Ave NW,31281,8th & O St NW,W01184,Member
288,2018-12-07 22:10:43,2018-12-07 22:15:32,31611,13th & H St NE,31615,6th & H St NE,W23767,Member
1379,2018-12-29 13:21:46,2018-12-29 13:44:45,31051,Arlington Blvd & N Queen St,31249,Jefferson Memorial,W00322,Casual
257,2018-12-19 06:56:07,2018-12-19 07:00:24,31640,Maryland Ave & E St NE,31623,Columbus Circle / Union Station,W22220,Member
246,2018-12-05 07:58:59,2018-12-05 08:03:06,31030,Lee Hwy & N Adams St,31028,N Veitch & Key Blvd,W01334,Member
1343,2018-12-17 17:34:51,2018-12-17 17:57:14,31277,17th & G St NW,31618,4th & East Capitol St NE,W24012,Member
5725,2018-12-16 13:38:34,2018-12-16 15:14:00,31121,Calvert St & Woodley Pl NW,31219,10th St & Constitution Ave NW,W23527,Casual
365,2018-12-14 10:26:38,2018-12-14 10:32:44,31612,D St & Maryland Ave NE,31611,13th & H St NE,W23453,Member
753,2018-12-22 18:34:36,2018-12-22 18:47:09,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31620,5th & F St NW,W00885,Member
762,2018-12-24 14:28:01,2018-12-24 14:40:43,31064,Gravelly Point,31249,Jefferson Memorial,W22661,Casual
1877,2018-12-22 16:58:24,2018-12-22 17:29:41,31261,21st St & Constitution Ave NW,31261,21st St & Constitution Ave NW,W23126,Casual
401,2018-12-06 08:04:32,2018-12-06 08:11:13,31509,New Jersey Ave & R St NW,31282,16th & R St NW,W23908,Member
316,2018-12-10 08:51:24,2018-12-10 08:56:40,31251,12th & L St NW,31213,17th & K St NW,W01315,Member
555,2018-12-21 13:36:17,2018-12-21 13:45:32,31313,Connecticut Ave & Tilden St NW,31310,Connecticut & Nebraska Ave NW,W23851,Member
1015,2018-12-17 19:25:13,2018-12-17 19:42:09,31617,Bladensburg Rd & Benning Rd NE,31606,Potomac & Pennsylvania Ave SE,W24047,Casual
234,2018-12-05 11:56:12,2018-12-05 12:00:07,31200,Massachusetts Ave & Dupont Circle NW,31229,New Hampshire Ave & T St NW,W00634,Member
1134,2018-12-26 16:35:53,2018-12-26 16:54:47,31635,Potomac Ave & 8th St SE,31603,1st & M St NE,W23657,Member
1126,2018-12-03 08:26:51,2018-12-03 08:45:37,31601,19th & East Capitol St SE,31108,4th & M St SW,W21349,Member
125,2018-12-11 09:41:27,2018-12-11 09:43:32,31091,S Joyce & 16th St S,31005,Pentagon City Metro / 12th & S Hayes St,W21750,Member
1020,2018-12-14 14:13:36,2018-12-14 14:30:36,31253,19th & K St NW,31406,14th & Upshur St NW,E00024,Member
679,2018-12-17 17:47:50,2018-12-17 17:59:09,31278,18th & R St NW,31102,11th & Kenyon St NW,W22106,Member
870,2018-12-21 14:48:54,2018-12-21 15:03:25,31068,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,31057,S Four Mile Run Dr & S Shirlington Rd,W20130,Member
641,2018-12-13 17:09:21,2018-12-13 17:20:03,31411,Georgia & Missouri Ave NW,31406,14th & Upshur St NW,W22235,Member
250,2018-12-07 18:01:46,2018-12-07 18:05:57,31242,18th St & Pennsylvania Ave NW,31213,17th & K St NW,W22162,Member
396,2018-12-12 19:21:25,2018-12-12 19:28:02,31615,6th & H St NE,31622,13th & D St NE,W21053,Member
666,2018-12-07 14:42:13,2018-12-07 14:53:19,31205,21st & I St NW,31295,Potomac & M St NW,W21313,Member
658,2018-12-27 15:05:34,2018-12-27 15:16:33,31254,15th & K St NW,31119,14th & Belmont St NW,W23548,Member
1140,2018-12-14 17:01:41,2018-12-14 17:20:42,31212,21st & M St NW,31623,Columbus Circle / Union Station,W00584,Member
1301,2018-12-07 16:03:36,2018-12-07 16:25:18,31029,N Veitch  & 20th St N,31226,34th St & Wisconsin Ave NW,W00155,Member
1362,2018-12-27 18:28:26,2018-12-27 18:51:08,31271,Constitution Ave & 2nd St NW/DOL,31614,11th & H St NE,W23279,Casual
561,2018-12-18 19:26:29,2018-12-18 19:35:51,31217,USDA / 12th & C St SW,31251,12th & L St NW,W22970,Member
316,2018-12-20 12:00:52,2018-12-20 12:06:08,31052,Potomac Ave & 35th St S,31002,Crystal Dr & 20th St S,W23824,Member
518,2018-12-18 16:41:24,2018-12-18 16:50:02,31220,US Dept of State / Virginia Ave & 21st St NW,31293,31st & Water St NW,W20813,Member
293,2018-12-08 10:00:55,2018-12-08 10:05:49,31110,20th St & Florida Ave NW,31282,16th & R St NW,W20083,Member
1409,2018-12-28 16:56:48,2018-12-28 17:20:17,31603,1st & M St NE,31207,Georgia Ave and Fairmont St NW,W23285,Member
770,2018-12-09 15:31:38,2018-12-09 15:44:29,31274,10th & G St NW,31509,New Jersey Ave & R St NW,W20856,Member
437,2018-12-09 15:49:09,2018-12-09 15:56:26,31603,1st & M St NE,31265,5th St & Massachusetts Ave NW,W00554,Member
582,2018-12-04 00:26:01,2018-12-04 00:35:44,31214,17th & Corcoran St NW,31266,11th & M St NW,W21807,Member
301,2018-12-18 07:05:05,2018-12-18 07:10:07,31281,8th & O St NW,31230,Metro Center / 12th & G St NW,W23903,Member
2055,2018-12-30 12:31:41,2018-12-30 13:05:57,31610,Eastern Market / 7th & North Carolina Ave SE,31214,17th & Corcoran St NW,E00113,Member
1364,2018-12-13 08:38:01,2018-12-13 09:00:46,31512,Neal St & Trinidad Ave NE,31242,18th St & Pennsylvania Ave NW,W21390,Member
583,2018-12-06 05:21:44,2018-12-06 05:31:28,31039,Wilson Blvd & N Quincy St,31050,Barton St & 10th St N,W23700,Casual
479,2018-12-26 20:27:16,2018-12-26 20:35:15,31319,Wisconsin Ave & Brandywine St NW,31302,Wisconsin Ave & Newark St NW,W22681,Member
709,2018-12-29 10:36:52,2018-12-29 10:48:41,31640,Maryland Ave & E St NE,31610,Eastern Market / 7th & North Carolina Ave SE,W20976,Casual
745,2018-12-16 18:19:39,2018-12-16 18:32:05,31256,10th & E St NW,31269,3rd St & Pennsylvania Ave SE,W21818,Member
427,2018-12-04 06:24:53,2018-12-04 06:32:01,31218,L'Enfant Plaza / 7th & C St SW,31228,8th & H St NW,W21060,Member
359,2018-12-21 14:57:09,2018-12-21 15:03:09,31283,14th & L St NW,31223,Convention Center / 7th & M St NW,W00265,Member
459,2018-12-19 19:59:16,2018-12-19 20:06:55,31228,8th & H St NW,31636,New Jersey Ave & N St NW/Dunbar HS,W23772,Member
911,2018-12-29 12:46:01,2018-12-29 13:01:13,31290,17th St & Independence Ave SW,31258,Lincoln Memorial,W21491,Member
1082,2018-12-12 06:35:56,2018-12-12 06:53:58,31403,5th & Kennedy St NW,31281,8th & O St NW,W23932,Member
480,2018-12-08 00:40:00,2018-12-08 00:48:01,31600,5th & K St NW,31281,8th & O St NW,W22702,Member
688,2018-12-22 13:24:17,2018-12-22 13:35:45,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W23235,Member
617,2018-12-22 15:36:09,2018-12-22 15:46:26,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,70087,Member
230,2018-12-19 17:24:50,2018-12-19 17:28:40,31047,Braddock Rd Metro,31915,Powhatan St & Bashford Ln,W24124,Member
1122,2018-12-03 17:03:02,2018-12-03 17:21:44,31653,7th & K St NW,31124,14th & Irving St NW,E00092,Member
552,2018-12-08 18:44:22,2018-12-08 18:53:35,31105,14th & Harvard St NW,31112,Harvard St & Adams Mill Rd NW,W22542,Member
159,2018-12-17 22:42:58,2018-12-17 22:45:37,31408,Takoma Metro,32025,Carroll & Westmoreland Ave,W22809,Member
345,2018-12-11 11:24:35,2018-12-11 11:30:20,31103,16th & Harvard St NW,31649,14th & Newton St NW,W21874,Member
11235,2018-12-30 13:52:39,2018-12-30 16:59:55,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,31312,Wisconsin Ave & O St NW,W00821,Member
409,2018-12-01 17:03:19,2018-12-01 17:10:08,31203,14th & Rhode Island Ave NW,31519,1st & O St NW,W23571,Member
2042,2018-12-30 17:36:50,2018-12-30 18:10:52,31218,L'Enfant Plaza / 7th & C St SW,31129,15th St & Pennsylvania Ave NW/Pershing Park,W00375,Member
202,2018-12-17 08:57:59,2018-12-17 09:01:21,31267,17th St & Massachusetts Ave NW,31276,15th & L St NW,W01497,Member
209,2018-12-07 12:20:33,2018-12-07 12:24:03,31513,Rhode Island Ave & V St NE,31506,1st & Rhode Island Ave NW,W20090,Member
245,2018-12-07 16:38:52,2018-12-07 16:42:58,31105,14th & Harvard St NW,31651,11th & Park Rd NW,W00866,Member
118,2018-12-15 11:29:27,2018-12-15 11:31:26,31281,8th & O St NW,31286,11th & O St NW,W23447,Member
2504,2018-12-27 11:56:51,2018-12-27 12:38:35,31067,Columbia Pike & S Walter Reed Dr,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W23550,Casual
752,2018-12-14 07:20:08,2018-12-14 07:32:41,31602,Park Rd & Holmead Pl NW,31245,7th & R St NW / Shaw Library,W00732,Member
599,2018-12-14 12:10:25,2018-12-14 12:20:24,31123,14th & Girard St NW,31239,Rhode Island & Connecticut Ave NW,W20464,Member
690,2018-12-03 21:52:45,2018-12-03 22:04:16,31001,18th & Eads St.,31056,S Troy St & 26th St S,W20214,Member
389,2018-12-10 17:42:14,2018-12-10 17:48:43,31623,Columbus Circle / Union Station,31645,6th & K St NE,W23476,Member
401,2018-12-14 17:12:01,2018-12-14 17:18:42,31234,20th & O St NW / Dupont South,31260,23rd & E St NW ,W23643,Member
810,2018-12-05 10:06:31,2018-12-05 10:20:01,31115,Columbia Rd & Georgia Ave NW,31234,20th & O St NW / Dupont South,W21232,Member
870,2018-12-01 10:01:59,2018-12-01 10:16:30,31217,USDA / 12th & C St SW,31298,15th & M St NW,W23992,Member
822,2018-12-06 08:42:37,2018-12-06 08:56:20,31102,11th & Kenyon St NW,31238,14th & G St NW,W23815,Member
565,2018-12-19 14:15:24,2018-12-19 14:24:49,31615,6th & H St NE,31641,2nd St & Massachusetts Ave NE,70087,Member
1480,2018-12-03 08:33:19,2018-12-03 08:58:00,31404,9th & Upshur St NW,31211,Kennedy Center,W21318,Member
380,2018-12-12 21:15:19,2018-12-12 21:21:39,31129,15th St & Pennsylvania Ave NW/Pershing Park,31213,17th & K St NW,W21576,Member
627,2018-12-03 16:33:41,2018-12-03 16:44:09,31321,15th St & Constitution Ave NW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W23768,Casual
604,2018-12-08 10:28:00,2018-12-08 10:38:04,31039,Wilson Blvd & N Quincy St,31049,Utah St & 11th St N ,W00131,Member
839,2018-12-03 16:45:32,2018-12-03 16:59:31,31277,17th & G St NW,31101,14th & V St NW,W23834,Member
599,2018-12-08 12:08:42,2018-12-08 12:18:42,31644,12th St & Pennsylvania Ave SE,31623,Columbus Circle / Union Station,W23851,Member
879,2018-12-09 11:49:00,2018-12-09 12:03:40,31407,14th St & Colorado Ave NW,31124,14th & Irving St NW,W20731,Member
538,2018-12-13 14:35:10,2018-12-13 14:44:09,31239,Rhode Island & Connecticut Ave NW,31216,14th St & New York Ave NW,W22570,Member
234,2018-12-20 13:19:10,2018-12-20 13:23:05,31623,Columbus Circle / Union Station,31631,8th & F St NE,W00866,Member
169,2018-12-10 11:07:19,2018-12-10 11:10:08,31642,New Jersey Ave & L St NW,31600,5th & K St NW,W23311,Member
356,2018-12-21 16:46:20,2018-12-21 16:52:16,31623,Columbus Circle / Union Station,31640,Maryland Ave & E St NE,W22672,Member
543,2018-12-07 06:40:19,2018-12-07 06:49:22,31616,3rd & H St NE,31605,3rd & D St SE,W24036,Member
1559,2018-12-05 17:18:35,2018-12-05 17:44:34,31204,20th & E St NW,31034,N Randolph St & Fairfax Dr,W23636,Member
600,2018-12-29 21:59:46,2018-12-29 22:09:47,31302,Wisconsin Ave & Newark St NW,31319,Wisconsin Ave & Brandywine St NW,W23908,Member
297,2018-12-13 08:17:36,2018-12-13 08:22:34,31098,King St Metro North / Cameron St,31044,King St & Patrick St,W20247,Member
414,2018-12-10 07:52:12,2018-12-10 07:59:07,31119,14th & Belmont St NW,31296,Columbia & Ontario Rd NW,W20162,Member
559,2018-12-12 17:38:51,2018-12-12 17:48:10,31277,17th & G St NW,31241,Thomas Circle,W00092,Member
1227,2018-12-03 20:37:28,2018-12-03 20:57:55,31616,3rd & H St NE,31610,Eastern Market / 7th & North Carolina Ave SE,W23914,Member
513,2018-12-26 15:23:01,2018-12-26 15:31:34,31243,4th & C St SW,31642,New Jersey Ave & L St NW,W22002,Member
254,2018-12-17 20:37:16,2018-12-17 20:41:31,31237,25th St & Pennsylvania Ave NW,31260,23rd & E St NW ,W24056,Member
490,2018-12-19 15:19:12,2018-12-19 15:27:22,31077,Iwo Jima Memorial/N Meade & 14th St N,31215,Georgetown Harbor / 30th St NW,W22336,Member
285,2018-12-02 18:40:24,2018-12-02 18:45:09,31246,M St & Pennsylvania Ave NW,31128,23rd & M St NW,W20391,Member
628,2018-12-22 14:49:51,2018-12-22 15:00:20,31603,1st & M St NE,31653,7th & K St NW,W00499,Member
85,2018-12-03 20:01:34,2018-12-03 20:03:00,31232,7th & F St NW / National Portrait Gallery,31270,8th & D St NW,W20582,Member
